_prede_nes_,_predefines_,_,0
_prede_ner_,_predefiner_,_,0
_prede_ners_,_predefiners_,_,0
prede_ning,predefining,g,0
prede_nition,predefinition,n,0
 af_ne, affine,e,0
 a_ne , affine , ,0
terbina_ne,terbinafine,e,0
ultra_ne,ultrafine,e,0
 para_ne, parafine,e,0
financy,nancy,y,0
 financy, nancy,y,0
_financy,_nancy,y,0
justi_,justifi,i,0
arti_c,artific,c,0
signiwcant,significant,,
appraize,appraise,e,0
grif_th,griffith,h,0
gri_th,griffith,h,0
e_ort,effort,,
isn_t,is not,,
 tting, fitting,g,0
pro_cien,proficien,n,0
certi_,certifi,i,0
de_cien,deficien,n,0
aftereffects,after_effects,s,0
con_cuss,concuss,s,0
super_cial,superficial,l,0
develop_ment,development,,
couldn_t,could not,,
wiling,willing,g,0
injuryrehab,injury_rehab,b,0
pathologistss,pathologists,s,0
you_ve,you have,e,0
you_ll,you will,l,0
you_re,you are,e,0
practize,practise,e,0
incidense,incidence,e,0
su_cient,sufficient,,
acknowledgment,acknowledgement,,
don_t,do not,,
af_x,affix,x,0
 a_x , affix , ,0
pre_x,prefix,x,0
in_x,infix,x,0
suf_x,suffix,x,0
su_x,suffix,x,0
post_x,postfix,x,0
un_x,unfix,x,0
trans_x,transfix,x,0
cruci_x,crucifix,x,0
speciwc,specific,c,0
violense,violence,e,0
o_er,offer,r,0
arize,arise,e,0
wasn_t,was not,,
enterprize,enterprise,e,0
multicol_linearity,multi_collinearity,y,0
grif_n,griffin,n,0
gri_n,griffin,n,0
wouldn_t,would_not,,
doesn_t,does_not,,
premize,premise,e,0
competenses,competencies,s,0
noncompliance,non compliance,e,0
ampli_,amplifi,i,0
k_nowledge,knowledge,e,0
nonverbal,non verbal,l,0
bizection,bisection,n,0
transferense,transference,e,0
rtranscranial,r trans_cranial,l,0
mconstraint,m constraint,,
absense,absence,e,0
prehabilitation,rehabilitation,n,0
re_habil,rehabil,l,0
feedba ,feedback , ,0
uni_,unifi,i,0
nonfluent,non fluent,,
nonneg,non neg,g,0
nonnorm,non norm,m,0
nonneur,non neur,r,0
nonnasal,non nasal,l,0
nonnest,non nest,,
nonnhs,non nhs,s,0
noize,noise,e,0
nonnoise,non noise,e,0
nonnucl,non nucl,l,0
nonnumber,non number,r,0
nonnurse,non nurse,e,0
cannot,can not,,
isn_t,is not,,
aren_t,are not,,
wasn_t,was not,,
weren_t,were not,,
haven_t,have not,,
hasn_t,has not,,
hadn_t,had not,,
won_t,will not,,
wouldn_t,would not,,
don_t,do not,,
doesn_t,does not,,
didn_t,did not,,
can_t,can not,,
couldn_t,could not,,
shouldn_t,should not,,
mightn_t,might not,,
mustn_t,must not,,
strati_,stratifi,i,0
bi_da,bifida,a,0
cognitirrelevant,cognit irrelevant,,
sociodemographic,socio_demographic,c,0
battle_eld,battlefield,d,0
air_eld,airfield,d,0
coal_eld,coalfield,d,0
oil_eld,oilfield,d,0
snow_eld,snowfield,d,0
corn_eld,cornfield,d,0
mine_eld,minefield,d,0
out_eld,outfield,d,0
in_eld,infield,d,0
down_eld,downfield,d,0
wheat_eld,wheatfield,d,0
up_eld,upfield,d,0
center_eld,centerfield,d,0
left_eld,leftfield,d,0
right_eld,rightfield,d,0
gold_eld,goldfield,d,0
hay_eld,hayfield,d,0
bloom_eld,bloomfield,d,0
mid_eld,midfield,d,0
back_eld,backfield,d,0
spring_eld,springfield,d,0
shef_eld,sheffield,d,0
she_eld ,sheffield , ,0
mans_eld,mansfield,d,0
gar_eld,garfield,d,0
butter_eld,butterfield,d,0
chester_eld,chesterfield,d,0
can_eld,canfield,d,0
bakers_eld,bakersfield,d,0
nuf_eld,nuffield,d,0
nu_eld,nuffield,d,0
pitts_eld,pittsfield,d,0
mase_eld,masefield,d,0
old_eld,oldfield,d,0
brick_eld,brickfield,d,0
a_eld,afield,d,0
green_eld,greenfield,d,0
wake_eld,wakefield,d,0
hat_eld,hatfield,d,0
fair_eld,fairfield,d,0
win_eld,winfield,d,0
white_eld,whitefield,d,0
whit_eld,whitfield,d,0
red_eld,redfield,d,0
en_eld,enfield,d,0
smith_eld,smithfield,d,0
lich_eld,lichfield,d,0
copper_eld,copperfield,d,0
war_eld,warfield,d,0
sub_eld,subfield,d,0
brown_eld,brownfield,d,0
beacons_eld,beaconsfield,d,0
hudders_eld,huddersfield,d,0
max_eld,maxfield,d,0
danger_eld,dangerfield,d,0
plain_eld,plainfield,d,0
rich_eld,richfield,d,0
maccles_eld,macclesfield,d,0
ice_eld,icefield,d,0
critch_eld,critchfield,d,0
pass_eld,passfield,d,0
cross_eld,crossfield,d,0
play_eld,playfield,d,0
urn_eld,urnfield,d,0
bean_eld,beanfield,d,0
ball_eld,ballfield,d,0
drain_eld,drainfield,d,0
stones_eld,stonesfield,d,0
home_eld,homefield,d,0
ful_ll,fulfill,l,0
 lling , filling , ,0
indimprovement_idual,individual_improvement,,
af_liat,affiliat,,
 a_liat , affiliat , ,0
fmagnetic_resonance_imaging,f_magnetic_resonance_imaging,g,0
wnding,finding,g,0
aftereffect,after effect,,
relatedmonstrated,demonstrated,d,0
immunode_ciency,immuno_deficiency,y,0
fuglmeyer,fugl_meyer,r,0
confidece,confidence,e,0
doesincludecategoriesintendedto,does include categories intended to , ,0
familliar,familiar,r,0
toally,totally,y,0
 ammation,flammation,n,0
_ammation,flammation,n,0
simpli_,simplifi,i,0
mtraumatic,m traumatic,c,0
pre_sent,present,,
me_nie_re,meniere,e,0
meni_re,meniere,e,0
re_port,report,,
re_action,reaction,n,0
re_quire,require,e,0
ce_re_b,cereb,b,0
re_f_er_en_c_e,reference,e,0
ref_er_en_c_e,reference,e,0
compre_hension,comprehension,n,0
omoneurexa,omo neurexa,a,0
neurelogical,neuro_logical,l,0
post_ictal,postictal,l,0
brainsonance,brain resonance,e,0
pre_vention,prevention,n,0
pre_liminary,preliminary,y,0
neuro_log,neurolog,g,0
inter_ven,interven,n,0
inter_val,interval,l,0
anti_cipat,anticipat,,
t_rauma,trauma,a,0
satisfac_tion,satisfaction,n,0
fac_tors,factors,s,0
volun_tary,voluntary,y,0
ferna_ndez,fernandez,z,0
practi_ce,practice,e,0
med_line,medline,e,0
cross_es,crosses,s,0
classi_er,classier,r,0
informa_tion,information,n,0
infor_mation,information,n,0
produc_tion,production,n,0
characteristic,characteristic,c,0
f_amily,family,y,0
acqui_sition,acquisition,n,0
occupa_tion,occupation,n,0
pati_ent,patient,,
thera_py,therapy,y,0
lap_top,laptop,p,0
plas_ticity,plasticity,y,0
meas_ures,measures,s,0
spas_ticity,spasticity,y,0
increas_ingly,increasingly,y,0
observa_tion,observation,n,0
improve_ment,improvement,,
previ_ous,previous,s,0
depart_ment,department,,
experi_ment,experiment,,
experi_men,experiment,,
environ_ment,environment,,
move_ment,movement,,
involve_ment,involvement,,
judg_ment,judgement,,
judge_ment,judgement,,
judgment,judgement,,
treat_ment,treatment,,
treatm_ent,treatment,,
impair_ment,impairment,,
instru_ment,instrument,,
assess_ment,assessment,,
manage_ment,management,,
imple_ment,implement,,
cle_ment,clement,,
popula_tion,population,n,0
tradeov,trade_off,f,0
trade_ov,trade_off,f,0
trade_offff,trade_off,f,0
depres_sion,depression,n,0
de_cision,decision,n,0
medica_tion,medication,n,0
applica_tion,application,n,0
implica_tion,implication,n,0
edu_cation,education,n,0
communi_cation,communication,n,0
rehabilita_tion,rehabilitation,n,0
rehabili_tation,rehabilitation,,
situ_ation,situation,n,0
clini_cal,clinical,l,0
ain_t,are not,,
relearnin_g,re_learning,g,0
parkin_son,parkinson,n,0
mini_mum,minimum,m,0
stimula_tion,stimulation,n,0
na_tional,national,l,0
instruc_tion,instruction,n,0
instruconal,instructional,l,0
instruc_onal,instruconal,l,0
organiza_tion,organization,n,0
direc_tion,direction,n,0
func_tion,function,n,0
ordina_tion,ordination,n,0
ques_tion,question,n,0
rela_tion,relation,n,0
preven_tion,prevention,n,0
par_ticipation,participation,n,0
combina_tion,combination,n,0
ac_tion,action,n,0
reten_tion,retention,n,0
posi_tive,positive,e,0
posi_tion,position,n,0
conversa_tion,conversation,n,0
dura_tion,duration,n,0
conven_tion,convention,n,0
limita_tion,limitation,n,0
atten_tion,attention,n,0
condi_tion,condition,n,0
demonstra_tion,demonstration,n,0
percep_tion,perception,n,0
activa_tion,activation,n,0
emo_tion,emotion,n,0
addi_ation,addiation,n,0
evalu_ation,evaluation,n,0
aspir_ation,aspiration,n,0
con_ning,conning,g,0
con_ation,conation,n,0
con_ned,conned,d,0
con_cuss,concuss,s,0
con_sult,consult,,
soni_cation,sonication,n,0
toxi_cation,toxication,n,0
uni_cation,unication,n,0
univer_sity,university,y,0
con_trol,control,l,0
con_tact,contact,,
con_duct,conduct,,
par_kinson,parkinson,n,0
knowl_edge,knowledge,e,0
kno_wn,known,n,0
hemorrhag_ic,hemorrhagic,c,0
abstr_act,abstract,,
mds_uparkinson,mds_u_parkinson,n,0
com_pute,compute,e,0
com_pensat,compensat,,
recommen_d,recommend,d,0
recom_mend,recommend,d,0
commu_nity,community,y,0
com_plex,complex,x,0
com_bined,combined,d,0
com_parison,comparison,n,0
com_pare,compare,e,0
com_plete,complete,e,0
com_mon,common,n,0
comprehen_sion,comprehension,n,0
com_unicat,comunicat,,
com_prize,comprize,e,0
compo_nent,component,,
cere_bral,cerebral,l,0
indi_vidual,individual,l,0
nega_tive,negative,e,0
ga_rtner,gartner,r,0
pette_d,petted,d,0
utvardering,evaluation,n,0
utva_rdering,evaluation,n,0
appro_priate,appropriate,e,0
relia_bility,reliability,y,0
movem_ent,movement,,
psychol_ogy,psychology,y,0
prob_ability,probability,y,0
prob_lem,problem,m,0
thera_pies,therapies,s,0
litera_ture,literature,e,0
thera_pist,therapist,,
thera_peutic,therapeutic,c,0
jour_nal,journal,l,0
herna_ndez,hernandez,z,0
shef_er,shefer,r,0
corre_spond,correspond,d,0
widow_er,widower,r,0
struc_ture,structure,e,0
romani_c,romanic,c,0
resp_onse,response,e,0
plu_ck,pluck,k,0
evalu_at,evaluat,,
accord_ing,according,g,0
neurone,neuron,n,0
activites,activities,s,0
activite_s,activities,s,0
magni_tude,magnitude,e,0
psychiat_res,psychiatres,s,0
politecnica,poly_technical,l,0
polite_cnica,poly_technical,l,0
polytechnical,poly_technical,l,0
bil_ity,bility,y,0
physiotherap_y,physiotherapy,y,0
estab_lish,establish,h,0
neurologic_ally,neurologically,y,0
question_naire,questionnaire,e,0
system_atic,systematic,c,0
pharyn_geal,pharyngeal,l,0
includ_ing,including,g,0
stud_ies,studies,s,0
nud_ist,nudist,,
litterature,literature,e,0
litte_rature,literature,e,0
consid_ered,considered,d,0
indivi_dual,individual,l,0
systeme,system,m,0
syste_me,system,m,0
pul_sion,pulsion,n,0
impor_tan,importan,n,0
devel_op,develop,p,0
investi_gat,investigat,,
expe_rien,experien,n,0
out_come,outcome,e,0
fugelmeyer,fugl_meyer,r,0
fugel_meyer,fugl_meyer,r,0
stan_dard,standard,d,0
exami_nation,examination,n,0
sever_ity,severity,y,0
immedi_ately,immediately,y,0
neuropsicologica,neuro_psychological,l,0
neuropsicolo_gica,neuro_psychological,l,0
hernndez,hernandez,z,0
hern_ndez,hernandez,z,0
nurs_ing,nursing,g,0
pat_tern,pattern,n,0
psychologia,psychology,y,0
psycho_logia,psychology,y,0
origi_nal,original,l,0
retriev_al,retrieval,l,0
hemiple_gia,hemi_plegia,a,0
behavio_r,behavior,r,0
centre,center,r,0
centr_e,center,r,0
cen_ter,center,r,0
efferense,efference,e,0
strate_gies,strategies,s,0
ministe_re,ministry,y,0
ministere,ministry,y,0
ante_rio,anterio,o,0
ste_phane,stephane,e,0
inte_gration,integration,n,0
calo_re,calore,e,0
acknowledgem_ent,acknowledgement,,
par_ticular,particular,r,0
d_ergotherapie,occupational_therapy,y,0
d_ergothe_rapie,occupational_therapy,y,0
ergotherapie,occupational_therapy,y,0
ergothe_rapie,occupational_therapy,y,0
ergotherapeute,occupational_therapist,,
ergothe_rapeute,occupational_therapist,,
associ_at,associat,,
researc_h,researc_h,h,0
activi_ties,activi_ties,s,0
activi_ty,activi_ty,y,0
sec_ond,sec_ond,d,0
c_ereb,c_ereb,b,0
franc_ois,franc_ois,s,0
effec_tiveness,effective_ness,s,0
par_ticipant,participant,,
c_lient,client,,
effec_t,effect,,
respec_t,respect,,
respon_d,respond,d,0
denceinterval,confidence_interval,l,0
dence_interval,confidence_interval,l,0
conficonfidence_interval,confidence_interval,l,0
conficonfidenceinterval,confidence_interval,l,0
follow_ing,following,g,0
distri_bution,distribution,n,0
pr_actice,practice,e,0
telepr_actice,tele_practice,e,0
controle,control,l,0
contro_le,control,l,0
maxi_mum,maximum,m,0
flex_ion,flexion,n,0
ex_tremit,extremit,,
ex_pect,expect,,
reect,reflect,,
re_ect,reflect,,
re_port,reflect,,
cre_ative,creative,e,0
fre_quency,frequency,y,0
afore_mention,aforemention,n,0
resultat,result,,
re_sultat,result,,
re_veal,reveal,l,0
re_sponse,response,e,0
re_sult,result,,
montre_al,montreal,l,0
r_ehabil,rehabil,l,0
re_ceive,receive,e,0
recov_er,recover,r,0
re_cover,recover,r,0
montre_al,montreal,l,0
fre_quen,frequen,n,0
 rene , refine , ,0
 re_ne , refine , ,0
pre_hab,prehab,b,0
beare_r,bearer,r,0
emergense,emergence,e,0
rening,refining,g,0
re_ning,refining,g,0
r_eadapt,re_adapt,,
que_bec,quebec,c,0
bal_ance,balance,e,0
analy_sis,analysis,s,0
calcu_lat,calculat,,
swal_low,swallow,w,0
val_ue,value,e,0
qual_ity,quality,y,0
diycult,difficult,,
diy_cult,difficult,,
pri_mary,primary,y,0
ciencias,sciences,s,0
societe,society,y,0
cie_ncias,sciences,s,0
socie_te,society,y,0
veter_ans,veterans,s,0
deter_mine,determine,e,0
characteris,characteristic,c,0
